LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01004016,Southwark 029B,E09000028,Southwark,20.2,14185,5
E01004017,Southwark 029C,E09000028,Southwark,15.6,18340,6
E01004018,Southwark 032E,E09000028,Southwark,11.3,22986,7
E01004019,Southwark 026C,E09000028,Southwark,24.0,11364,4
E01004020,Southwark 029D,E09000028,Southwark,28.0,9018,3
E01004021,Southwark 028D,E09000028,Southwark,14.8,19109,6
E01004022,Southwark 004C,E09000028,Southwark,24.6,11006,4
E01004023,Southwark 004D,E09000028,Southwark,28.5,8739,3
E01004024,Southwark 011C,E09000028,Southwark,31.2,7463,3
E01004027,Southwark 003E,E09000028,Southwark,19.5,14772,5
E01004028,Southwark 004E,E09000028,Southwark,26.4,9929,4
E01004029,Southwark 001A,E09000028,Southwark,12.4,21736,7
E01004030,Southwark 007A,E09000028,Southwark,24.9,10804,4
E01004031,Southwark 007B,E09000028,Southwark,26.0,10212,4
E01004032,Southwark 001B,E09000028,Southwark,8.3,26745,9
E01004033,Southwark 007C,E09000028,Southwark,27.1,9550,3
E01004034,Southwark 007D,E09000028,Southwark,25.7,10360,4
E01004035,Southwark 011D,E09000028,Southwark,36.2,5462,2
E01004036,Southwark 007E,E09000028,Southwark,31.5,7294,3
E01004037,Southwark 010B,E09000028,Southwark,25.9,10262,4
E01004038,Southwark 010C,E09000028,Southwark,22.3,12539,4
E01004039,Southwark 013B,E09000028,Southwark,22.6,12335,4
E01004040,Southwark 013C,E09000028,Southwark,39.9,4297,2
E01004041,Southwark 013D,E09000028,Southwark,27.4,9349,3
E01004042,Southwark 010D,E09000028,Southwark,45.4,2987,1
E01004043,Southwark 010E,E09000028,Southwark,26.4,9939,4
E01004044,Southwark 013E,E09000028,Southwark,31.1,7490,3
E01004045,Southwark 027A,E09000028,Southwark,27.3,9397,3
E01004046,Southwark 028E,E09000028,Southwark,17.3,16709,6
E01004047,Southwark 027B,E09000028,Southwark,24.4,11150,4
E01004048,Southwark 027C,E09000028,Southwark,20.5,13921,5
E01004049,Southwark 027D,E09000028,Southwark,16.7,17287,6
E01004050,Southwark 024D,E09000028,Southwark,14.5,19440,6
E01004051,Southwark 027E,E09000028,Southwark,9.7,24843,8
E01004052,Southwark 024E,E09000028,Southwark,15.8,18182,6
E01004053,Southwark 001C,E09000028,Southwark,8.7,26189,8
E01004054,Southwark 001D,E09000028,Southwark,8.4,26623,9
E01004055,Southwark 001E,E09000028,Southwark,38.9,4596,2
E01004056,Southwark 008A,E09000028,Southwark,19.7,14645,5
E01004057,Southwark 008B,E09000028,Southwark,21.7,13026,4
E01004058,Southwark 008C,E09000028,Southwark,8.4,26547,9
E01004059,Southwark 008D,E09000028,Southwark,17.3,16765,6
E01004060,Southwark 008E,E09000028,Southwark,32.0,7088,3
E01004061,Southwark 025A,E09000028,Southwark,21.5,13156,5
E01004062,Southwark 025B,E09000028,Southwark,29.4,8321,3
E01004063,Southwark 025C,E09000028,Southwark,27.4,9345,3
E01004064,Southwark 026D,E09000028,Southwark,30.5,7778,3
E01004065,Southwark 025D,E09000028,Southwark,19.3,15020,5
E01004066,Southwark 025E,E09000028,Southwark,23.9,11418,4
E01004067,Southwark 022E,E09000028,Southwark,35.5,5696,2
E01004068,Southwark 026E,E09000028,Southwark,34.4,6118,2
E01004069,Southwark 031A,E09000028,Southwark,9.3,25346,8
E01004070,Southwark 031B,E09000028,Southwark,13.1,20902,7
E01004071,Southwark 030D,E09000028,Southwark,18.2,15938,5
E01004072,Southwark 030E,E09000028,Southwark,9.2,25533,8
E01004073,Southwark 031C,E09000028,Southwark,8.6,26350,9
E01004074,Southwark 031D,E09000028,Southwark,9.8,24794,8
E01004075,Southwark 031E,E09000028,Southwark,8.6,26265,8
E01032583,Southwark 034D,E09000028,Southwark,30.2,7940,3
E01032584,Southwark 034E,E09000028,Southwark,28.1,8963,3
E01032637,Southwark 003F,E09000028,Southwark,10.0,24490,8
E01032638,Southwark 003G,E09000028,Southwark,5.6,29878,10
E01032639,Southwark 014F,E09000028,Southwark,22.7,12228,4
E01032640,Southwark 003H,E09000028,Southwark,9.8,24817,8
E01032646,Southwark 003I,E09000028,Southwark,14.0,19949,7
E01032719,Southwark 014G,E09000028,Southwark,26.0,10176,4
E01032720,Southwark 009F,E09000028,Southwark,49.2,2298,1
E01032722,Southwark 012F,E09000028,Southwark,36.9,5242,2
E01032803,Southwark 003J,E09000028,Southwark,16.1,17880,6
E01032805,Southwark 022F,E09000028,Southwark,37.7,4985,2
E01032834,Southwark 003K,E09000028,Southwark,9.1,25667,8
E01004076,Sutton 011A,E09000029,Sutton,18.3,15853,5
E01004077,Sutton 011B,E09000029,Sutton,13.5,20472,7
E01004078,Sutton 011C,E09000029,Sutton,15.6,18343,6
E01004079,Sutton 011D,E09000029,Sutton,8.6,26349,9
E01004080,Sutton 011E,E09000029,Sutton,9.9,24684,8
E01004081,Sutton 011F,E09000029,Sutton,12.4,21699,7
E01004082,Sutton 011G,E09000029,Sutton,5.3,30200,10
E01004083,Sutton 019A,E09000029,Sutton,44.3,3200,1
E01004084,Sutton 024A,E09000029,Sutton,5.8,29715,10
E01004085,Sutton 024B,E09000029,Sutton,8.5,26443,9
E01004086,Sutton 019B,E09000029,Sutton,15.3,18662,6
E01004087,Sutton 017A,E09000029,Sutton,5.7,29772,10
E01004088,Sutton 019C,E09000029,Sutton,43.2,3420,2
E01004089,Sutton 019D,E09000029,Sutton,35.5,5694,2
E01004090,Sutton 021A,E09000029,Sutton,34.4,6100,2
E01004091,Sutton 022A,E09000029,Sutton,4.6,30940,10
E01004092,Sutton 022B,E09000029,Sutton,7.5,27650,9
E01004093,Sutton 025A,E09000029,Sutton,5.4,30099,10
E01004094,Sutton 025B,E09000029,Sutton,4.5,31028,10
E01004095,Sutton 025C,E09000029,Sutton,5.6,29884,10
E01004096,Sutton 021B,E09000029,Sutton,18.9,15331,5
E01004097,Sutton 015A,E09000029,Sutton,4.8,30702,10
E01004098,Sutton 015B,E09000029,Sutton,6.0,29482,9
E01004099,Sutton 015C,E09000029,Sutton,21.1,13483,5
E01004100,Sutton 015D,E09000029,Sutton,7.4,27872,9
E01004101,Sutton 013A,E09000029,Sutton,4.7,30821,10
E01004102,Sutton 015E,E09000029,Sutton,10.8,23530,8
E01004103,Sutton 013B,E09000029,Sutton,8.2,26783,9
E01004104,Sutton 020A,E09000029,Sutton,4.1,31420,10
E01004105,Sutton 022C,E09000029,Sutton,5.1,30436,10
E01004106,Sutton 022D,E09000029,Sutton,3.1,32179,10
E01004107,Sutton 020B,E09000029,Sutton,12.5,21595,7
E01004108,Sutton 024C,E09000029,Sutton,13.1,20903,7
E01004109,Sutton 024D,E09000029,Sutton,14.7,19191,6
E01004110,Sutton 016A,E09000029,Sutton,9.2,25524,8
E01004111,Sutton 016B,E09000029,Sutton,10.4,23943,8
E01004112,Sutton 016C,E09000029,Sutton,2.8,32340,10
E01004114,Sutton 025D,E09000029,Sutton,4.7,30843,10
E01004115,Sutton 009A,E09000029,Sutton,6.2,29262,9
E01004116,Sutton 008A,E09000029,Sutton,6.4,29001,9
E01004117,Sutton 006A,E09000029,Sutton,4.1,31456,10
E01004118,Sutton 009B,E09000029,Sutton,9.8,24781,8
E01004119,Sutton 009C,E09000029,Sutton,9.6,25024,8
E01004120,Sutton 016D,E09000029,Sutton,4.8,30753,10
E01004121,Sutton 006B,E09000029,Sutton,8.3,26686,9
E01004122,Sutton 008B,E09000029,Sutton,5.3,30197,10
E01004123,Sutton 002A,E09000029,Sutton,28.2,8947,3
E01004124,Sutton 002B,E09000029,Sutton,23.2,11900,4
E01004125,Sutton 001A,E09000029,Sutton,31.6,7232,3
E01004126,Sutton 002C,E09000029,Sutton,31.4,7374,3
E01004127,Sutton 005A,E09000029,Sutton,19.8,14552,5
E01004128,Sutton 002D,E09000029,Sutton,23.7,11588,4
E01004129,Sutton 002E,E09000029,Sutton,34.1,6218,2
E01004130,Sutton 003A,E09000029,Sutton,10.2,24239,8
E01004131,Sutton 003B,E09000029,Sutton,11.2,23157,8
E01004132,Sutton 009D,E09000029,Sutton,6.6,28726,9
E01004133,Sutton 009E,E09000029,Sutton,6.5,28894,9
E01004134,Sutton 003C,E09000029,Sutton,11.8,22364,7
E01004135,Sutton 003D,E09000029,Sutton,7.6,27624,9
E01004136,Sutton 003E,E09000029,Sutton,8.4,26564,9
E01004137,Sutton 012A,E09000029,Sutton,16.0,17926,6
E01004138,Sutton 013C,E09000029,Sutton,14.2,19774,7
E01004139,Sutton 013D,E09000029,Sutton,9.6,24997,8
E01004140,Sutton 012B,E09000029,Sutton,34.0,6273,2
E01004141,Sutton 012C,E09000029,Sutton,21.1,13497,5
E01004142,Sutton 012D,E09000029,Sutton,26.0,10196,4
E01004143,Sutton 014A,E09000029,Sutton,11.8,22419,7
E01004144,Sutton 007A,E09000029,Sutton,8.8,26088,8
E01004145,Sutton 007B,E09000029,Sutton,12.3,21863,7
E01004146,Sutton 007C,E09000029,Sutton,12.5,21632,7
E01004147,Sutton 007D,E09000029,Sutton,9.4,25229,8
E01004148,Sutton 014B,E09000029,Sutton,23.4,11799,4
E01004149,Sutton 012E,E09000029,Sutton,10.0,24557,8
E01004150,Sutton 021C,E09000029,Sutton,21.6,13054,4
E01004151,Sutton 021D,E09000029,Sutton,14.9,19066,6
E01004152,Sutton 018A,E09000029,Sutton,14.9,19010,6
E01004153,Sutton 021E,E09000029,Sutton,13.1,20936,7
E01004154,Sutton 022E,E09000029,Sutton,4.9,30626,10
E01004155,Sutton 018B,E09000029,Sutton,8.1,26924,9
E01004156,Sutton 018C,E09000029,Sutton,9.0,25793,8
E01004157,Sutton 016E,E09000029,Sutton,3.3,32021,10
E01004158,Sutton 018D,E09000029,Sutton,7.9,27179,9
E01004159,Sutton 014C,E09000029,Sutton,14.2,19763,7
E01004160,Sutton 014D,E09000029,Sutton,9.3,25344,8
E01004161,Sutton 014E,E09000029,Sutton,8.0,27062,9
E01004162,Sutton 018E,E09000029,Sutton,11.5,22768,7
E01004163,Sutton 005B,E09000029,Sutton,14.6,19347,6
E01004164,Sutton 004A,E09000029,Sutton,12.1,22050,7
E01004165,Sutton 005C,E09000029,Sutton,16.4,17583,6
E01004166,Sutton 004B,E09000029,Sutton,11.4,22837,7
E01004167,Sutton 005D,E09000029,Sutton,31.4,7353,3
E01004168,Sutton 013E,E09000029,Sutton,8.7,26183,8
E01004169,Sutton 004C,E09000029,Sutton,27.2,9475,3
E01004170,Sutton 017B,E09000029,Sutton,10.2,24245,8
E01004171,Sutton 010A,E09000029,Sutton,6.4,29030,9
E01004172,Sutton 010B,E09000029,Sutton,20.9,13642,5
E01004173,Sutton 010C,E09000029,Sutton,13.6,20426,7
E01004174,Sutton 017C,E09000029,Sutton,17.3,16717,6
E01004175,Sutton 010D,E09000029,Sutton,10.9,23458,8
E01004176,Sutton 010E,E09000029,Sutton,11.9,22267,7
E01004177,Sutton 020C,E09000029,Sutton,18.9,15288,5
E01004178,Sutton 017D,E09000029,Sutton,17.2,16834,6
E01004179,Sutton 017E,E09000029,Sutton,7.2,28027,9
E01004180,Sutton 020D,E09000029,Sutton,5.0,30475,10
E01004181,Sutton 020E,E09000029,Sutton,16.5,17510,6
E01004182,Sutton 019E,E09000029,Sutton,25.1,10724,4
E01004183,Sutton 001B,E09000029,Sutton,28.5,8769,3
E01004184,Sutton 001C,E09000029,Sutton,29.8,8136,3
E01004185,Sutton 001D,E09000029,Sutton,43.2,3424,2
E01004186,Sutton 004D,E09000029,Sutton,13.8,20200,7
E01004187,Sutton 005E,E09000029,Sutton,22.5,12367,4
E01004188,Sutton 004E,E09000029,Sutton,14.0,19972,7
E01004189,Sutton 001E,E09000029,Sutton,28.6,8713,3
E01004190,Sutton 008C,E09000029,Sutton,4.7,30846,10
E01004191,Sutton 008D,E09000029,Sutton,7.8,27350,9
E01004192,Sutton 006C,E09000029,Sutton,11.3,22933,7
E01004193,Sutton 006D,E09000029,Sutton,12.4,21744,7
E01004194,Sutton 008E,E09000029,Sutton,11.0,23291,8
E01004195,Sutton 006E,E09000029,Sutton,9.5,25116,8
E01004196,Sutton 008F,E09000029,Sutton,5.8,29706,10
E01032623,Sutton 025E,E09000029,Sutton,2.8,32359,10
E01004197,Tower Hamlets 002A,E09000030,Tower Hamlets,27.5,9298,3
E01004198,Tower Hamlets 002B,E09000030,Tower Hamlets,42.1,3698,2
E01004199,Tower Hamlets 002C,E09000030,Tower Hamlets,43.9,3280,1
E01004200,Tower Hamlets 005A,E09000030,Tower Hamlets,27.2,9443,3
E01004201,Tower Hamlets 002D,E09000030,Tower Hamlets,25.9,10249,4
E01004202,Tower Hamlets 005B,E09000030,Tower Hamlets,25.4,10499,4
E01004203,Tower Hamlets 005C,E09000030,Tower Hamlets,28.3,8880,3
E01004204,Tower Hamlets 005D,E09000030,Tower Hamlets,34.0,6274,2
E01004205,Tower Hamlets 013A,E09000030,Tower Hamlets,37.9,4905,2
E01004206,Tower Hamlets 013B,E09000030,Tower Hamlets,43.1,3446,2
E01004207,Tower Hamlets 011A,E09000030,Tower Hamlets,34.8,5973,2
E01004208,Tower Hamlets 013C,E09000030,Tower Hamlets,25.1,10715,4
E01004209,Tower Hamlets 011B,E09000030,Tower Hamlets,42.5,3602,2
E01004211,Tower Hamlets 013D,E09000030,Tower Hamlets,31.5,7276,3
E01004212,Tower Hamlets 011D,E09000030,Tower Hamlets,24.9,10838,4
E01004214,Tower Hamlets 030A,E09000030,Tower Hamlets,35.6,5686,2
E01004215,Tower Hamlets 028A,E09000030,Tower Hamlets,17.4,16624,6
E01004216,Tower Hamlets 030B,E09000030,Tower Hamlets,14.1,19837,7
E01004217,Tower Hamlets 030C,E09000030,Tower Hamlets,22.5,12388,4
E01004218,Tower Hamlets 030D,E09000030,Tower Hamlets,12.7,21427,7
E01004219,Tower Hamlets 028B,E09000030,Tower Hamlets,33.7,6380,2
E01004221,Tower Hamlets 028D,E09000030,Tower Hamlets,19.0,15260,5
E01004222,Tower Hamlets 001A,E09000030,Tower Hamlets,37.7,4966,2
E01004223,Tower Hamlets 001B,E09000030,Tower Hamlets,35.5,5705,2
E01004224,Tower Hamlets 001C,E09000030,Tower Hamlets,31.2,7452,3
E01004225,Tower Hamlets 004A,E09000030,Tower Hamlets,20.8,13671,5
E01004226,Tower Hamlets 001D,E09000030,Tower Hamlets,28.6,8684,3
E01004228,Tower Hamlets 003A,E09000030,Tower Hamlets,21.9,12849,4
E01004229,Tower Hamlets 004C,E09000030,Tower Hamlets,25.7,10339,4
E01004230,Tower Hamlets 003B,E09000030,Tower Hamlets,27.8,9165,3
E01004231,Tower Hamlets 004D,E09000030,Tower Hamlets,32.5,6874,3
E01004232,Tower Hamlets 003C,E09000030,Tower Hamlets,20.7,13752,5
E01004233,Tower Hamlets 003D,E09000030,Tower Hamlets,31.1,7486,3
E01004234,Tower Hamlets 003E,E09000030,Tower Hamlets,24.2,11218,4
E01004235,Tower Hamlets 008A,E09000030,Tower Hamlets,32.6,6856,3
E01004236,Tower Hamlets 008B,E09000030,Tower Hamlets,38.7,4668,2
E01004237,Tower Hamlets 008C,E09000030,Tower Hamlets,29.7,8147,3
E01004238,Tower Hamlets 008D,E09000030,Tower Hamlets,30.7,7688,3
E01004239,Tower Hamlets 008E,E09000030,Tower Hamlets,41.3,3901,2
E01004240,Tower Hamlets 012A,E09000030,Tower Hamlets,31.7,7203,3
E01004241,Tower Hamlets 012B,E09000030,Tower Hamlets,36.9,5227,2
E01004242,Tower Hamlets 012C,E09000030,Tower Hamlets,26.7,9768,3
E01004243,Tower Hamlets 020A,E09000030,Tower Hamlets,36.1,5485,2
E01004244,Tower Hamlets 020B,E09000030,Tower Hamlets,43.2,3416,2
E01004245,Tower Hamlets 018A,E09000030,Tower Hamlets,46.5,2763,1
E01004246,Tower Hamlets 018B,E09000030,Tower Hamlets,29.9,8057,3
E01004247,Tower Hamlets 020C,E09000030,Tower Hamlets,41.7,3824,2
E01004248,Tower Hamlets 018C,E09000030,Tower Hamlets,43.1,3465,2
E01004249,Tower Hamlets 018D,E09000030,Tower Hamlets,43.1,3447,2
E01004250,Tower Hamlets 020D,E09000030,Tower Hamlets,39.6,4393,2
E01004251,Tower Hamlets 023A,E09000030,Tower Hamlets,28.7,8675,3
E01004252,Tower Hamlets 024A,E09000030,Tower Hamlets,35.2,5828,2
E01004253,Tower Hamlets 024B,E09000030,Tower Hamlets,28.2,8904,3
E01004254,Tower Hamlets 023B,E09000030,Tower Hamlets,18.7,15458,5
E01004255,Tower Hamlets 023C,E09000030,Tower Hamlets,34.7,5983,2
E01004256,Tower Hamlets 024C,E09000030,Tower Hamlets,35.6,5676,2
E01004257,Tower Hamlets 024D,E09000030,Tower Hamlets,33.0,6674,3
E01004258,Tower Hamlets 023D,E09000030,Tower Hamlets,22.0,12802,4
E01004259,Tower Hamlets 007A,E09000030,Tower Hamlets,26.2,10040,4
E01004260,Tower Hamlets 007B,E09000030,Tower Hamlets,32.2,6995,3
E01004261,Tower Hamlets 010A,E09000030,Tower Hamlets,25.8,10280,4
E01004262,Tower Hamlets 010B,E09000030,Tower Hamlets,29.3,8367,3
E01004263,Tower Hamlets 007C,E09000030,Tower Hamlets,33.0,6689,3
E01004264,Tower Hamlets 010C,E09000030,Tower Hamlets,34.3,6140,2
E01004266,Tower Hamlets 007D,E09000030,Tower Hamlets,26.9,9652,3
E01004267,Tower Hamlets 012D,E09000030,Tower Hamlets,33.0,6672,3
E01004268,Tower Hamlets 012E,E09000030,Tower Hamlets,34.4,6121,2
E01004269,Tower Hamlets 014A,E09000030,Tower Hamlets,32.2,6988,3
E01004270,Tower Hamlets 014B,E09000030,Tower Hamlets,22.3,12534,4
E01004271,Tower Hamlets 014C,E09000030,Tower Hamlets,31.0,7538,3
E01004272,Tower Hamlets 014D,E09000030,Tower Hamlets,35.1,5842,2
E01004273,Tower Hamlets 014E,E09000030,Tower Hamlets,36.8,5279,2
E01004274,Tower Hamlets 031A,E09000030,Tower Hamlets,24.2,11260,4
E01004275,Tower Hamlets 031B,E09000030,Tower Hamlets,13.8,20159,7
E01004276,Tower Hamlets 031C,E09000030,Tower Hamlets,5.4,30144,10
E01004277,Tower Hamlets 033A,E09000030,Tower Hamlets,7.9,27157,9
E01004280,Tower Hamlets 032A,E09000030,Tower Hamlets,25.1,10692,4
E01004281,Tower Hamlets 031D,E09000030,Tower Hamlets,8.2,26798,9
E01004283,Tower Hamlets 016A,E09000030,Tower Hamlets,29.6,8223,3
E01004284,Tower Hamlets 019A,E09000030,Tower Hamlets,31.4,7366,3
E01004285,Tower Hamlets 019B,E09000030,Tower Hamlets,39.7,4342,2
E01004286,Tower Hamlets 019C,E09000030,Tower Hamlets,36.5,5381,2
E01004287,Tower Hamlets 016B,E09000030,Tower Hamlets,29.9,8047,3
E01004288,Tower Hamlets 019D,E09000030,Tower Hamlets,38.0,4874,2
E01004289,Tower Hamlets 016C,E09000030,Tower Hamlets,34.6,6032,2
E01004290,Tower Hamlets 016D,E09000030,Tower Hamlets,28.6,8732,3
E01004291,Tower Hamlets 027A,E09000030,Tower Hamlets,9.9,24676,8
E01004292,Tower Hamlets 026A,E09000030,Tower Hamlets,7.7,27385,9
E01004293,Tower Hamlets 027B,E09000030,Tower Hamlets,8.8,26059,8
E01004294,Tower Hamlets 026B,E09000030,Tower Hamlets,18.6,15535,5
E01004295,Tower Hamlets 026C,E09000030,Tower Hamlets,31.1,7506,3
E01004296,Tower Hamlets 026D,E09000030,Tower Hamlets,26.1,10142,4
E01004297,Tower Hamlets 027C,E09000030,Tower Hamlets,9.3,25393,8
E01004298,Tower Hamlets 022A,E09000030,Tower Hamlets,41.3,3911,2
E01004300,Tower Hamlets 022B,E09000030,Tower Hamlets,36.7,5313,2
E01004301,Tower Hamlets 025B,E09000030,Tower Hamlets,35.8,5604,2
E01004302,Tower Hamlets 025C,E09000030,Tower Hamlets,25.3,10599,4
E01004303,Tower Hamlets 025D,E09000030,Tower Hamlets,24.0,11397,4
E01004304,Tower Hamlets 022C,E09000030,Tower Hamlets,38.5,4740,2
E01004305,Tower Hamlets 022D,E09000030,Tower Hamlets,30.9,7611,3
E01004306,Tower Hamlets 015A,E09000030,Tower Hamlets,36.7,5304,2
E01004307,Tower Hamlets 015B,E09000030,Tower Hamlets,14.0,19910,7
E01004308,Tower Hamlets 015C,E09000030,Tower Hamlets,28.8,8621,3
E01004309,Tower Hamlets 015D,E09000030,Tower Hamlets,38.5,4749,2
E01004310,Tower Hamlets 015E,E09000030,Tower Hamlets,37.3,5125,2
E01004311,Tower Hamlets 006A,E09000030,Tower Hamlets,38.8,4644,2
E01004312,Tower Hamlets 009A,E09000030,Tower Hamlets,39.6,4384,2
E01004313,Tower Hamlets 009B,E09000030,Tower Hamlets,24.6,11032,4
E01004314,Tower Hamlets 006B,E09000030,Tower Hamlets,21.6,13053,4
E01004315,Tower Hamlets 006C,E09000030,Tower Hamlets,32.6,6850,3
E01004316,Tower Hamlets 009C,E09000030,Tower Hamlets,39.1,4542,2
E01004317,Tower Hamlets 009D,E09000030,Tower Hamlets,27.6,9244,3
E01004318,Tower Hamlets 006D,E09000030,Tower Hamlets,35.9,5572,2
E01004319,Tower Hamlets 021A,E09000030,Tower Hamlets,32.6,6845,3
E01004321,Tower Hamlets 021C,E09000030,Tower Hamlets,33.8,6345,2
E01004322,Tower Hamlets 017A,E09000030,Tower Hamlets,32.3,6983,3
E01004323,Tower Hamlets 017B,E09000030,Tower Hamlets,27.8,9137,3
E01004324,Tower Hamlets 017C,E09000030,Tower Hamlets,37.5,5052,2
E01004325,Tower Hamlets 021D,E09000030,Tower Hamlets,24.5,11050,4
E01004326,Tower Hamlets 017D,E09000030,Tower Hamlets,26.3,10008,4
E01032764,Tower Hamlets 004E,E09000030,Tower Hamlets,22.2,12594,4
E01032765,Tower Hamlets 004F,E09000030,Tower Hamlets,28.2,8918,3
E01032766,Tower Hamlets 021E,E09000030,Tower Hamlets,19.8,14542,5
E01032767,Tower Hamlets 021F,E09000030,Tower Hamlets,11.9,22328,7
E01032768,Tower Hamlets 025E,E09000030,Tower Hamlets,12.9,21107,7
E01032769,Tower Hamlets 025F,E09000030,Tower Hamlets,18.0,16124,5
E01032770,Tower Hamlets 032B,E09000030,Tower Hamlets,16.6,17320,6
E01032771,Tower Hamlets 033B,E09000030,Tower Hamlets,13.2,20860,7
E01032772,Tower Hamlets 032C,E09000030,Tower Hamlets,23.8,11466,4
E01032773,Tower Hamlets 032D,E09000030,Tower Hamlets,14.4,19572,6
E01032774,Tower Hamlets 032E,E09000030,Tower Hamlets,30.2,7916,3
E01032775,Tower Hamlets 031F,E09000030,Tower Hamlets,9.4,25292,8
E01032776,Tower Hamlets 028E,E09000030,Tower Hamlets,9.8,24799,8
E01032777,Tower Hamlets 028F,E09000030,Tower Hamlets,18.5,15657,5
E01032778,Tower Hamlets 028G,E09000030,Tower Hamlets,17.4,16614,6
E01032779,Tower Hamlets 028H,E09000030,Tower Hamlets,17.3,16738,6
E01032780,Tower Hamlets 028I,E09000030,Tower Hamlets,16.2,17778,6
E01032781,Tower Hamlets 033C,E09000030,Tower Hamlets,12.7,21416,7
E01032782,Tower Hamlets 033D,E09000030,Tower Hamlets,19.6,14749,5
E01032783,Tower Hamlets 031G,E09000030,Tower Hamlets,17.7,16421,5
E01032784,Tower Hamlets 004G,E09000030,Tower Hamlets,22.8,12196,4
E01032785,Tower Hamlets 010E,E09000030,Tower Hamlets,20.8,13712,5
E01032786,Tower Hamlets 010F,E09000030,Tower Hamlets,26.7,9758,3
E01032787,Tower Hamlets 011F,E09000030,Tower Hamlets,34.2,6192,2
E01004327,Waltham Forest 028A,E09000031,Waltham Forest,30.1,7992,3
E01004328,Waltham Forest 028B,E09000031,Waltham Forest,23.2,11954,4
E01004329,Waltham Forest 028C,E09000031,Waltham Forest,23.7,11575,4
E01004330,Waltham Forest 028D,E09000031,Waltham Forest,16.9,17056,6
E01004331,Waltham Forest 028E,E09000031,Waltham Forest,22.8,12158,4
E01004332,Waltham Forest 028F,E09000031,Waltham Forest,28.2,8927,3
E01004333,Waltham Forest 024A,E09000031,Waltham Forest,27.9,9066,3
E01004334,Waltham Forest 024B,E09000031,Waltham Forest,44.7,3119,1
E01004335,Waltham Forest 027A,E09000031,Waltham Forest,39.7,4362,2
E01004336,Waltham Forest 026A,E09000031,Waltham Forest,24.3,11164,4
E01004337,Waltham Forest 027B,E09000031,Waltham Forest,26.1,10118,4
E01004338,Waltham Forest 027C,E09000031,Waltham Forest,19.4,14941,5
E01004339,Waltham Forest 027D,E09000031,Waltham Forest,24.5,11057,4
E01004340,Waltham Forest 027E,E09000031,Waltham Forest,43.2,3432,2
E01004341,Waltham Forest 027F,E09000031,Waltham Forest,32.1,7036,3
E01004342,Waltham Forest 011A,E09000031,Waltham Forest,22.4,12475,4
E01004343,Waltham Forest 008A,E09000031,Waltham Forest,15.8,18190,6
E01004344,Waltham Forest 008B,E09000031,Waltham Forest,30.5,7780,3
E01004345,Waltham Forest 010A,E09000031,Waltham Forest,20.9,13646,5
E01004346,Waltham Forest 011B,E09000031,Waltham Forest,18.2,15972,5
E01004347,Waltham Forest 011C,E09000031,Waltham Forest,15.5,18452,6
E01004348,Waltham Forest 010B,E09000031,Waltham Forest,18.2,15993,5
E01004349,Waltham Forest 001A,E09000031,Waltham Forest,29.9,8091,3
E01004350,Waltham Forest 001B,E09000031,Waltham Forest,28.6,8698,3
E01004351,Waltham Forest 001C,E09000031,Waltham Forest,15.0,18892,6
E01004352,Waltham Forest 002A,E09000031,Waltham Forest,10.4,23995,8
E01004353,Waltham Forest 002B,E09000031,Waltham Forest,16.1,17875,6
E01004354,Waltham Forest 002C,E09000031,Waltham Forest,13.6,20330,7
E01004355,Waltham Forest 004A,E09000031,Waltham Forest,25.2,10657,4
E01004356,Waltham Forest 001D,E09000031,Waltham Forest,25.9,10256,4
E01004357,Waltham Forest 001E,E09000031,Waltham Forest,17.6,16459,6
E01004358,Waltham Forest 002D,E09000031,Waltham Forest,22.1,12717,4
E01004359,Waltham Forest 002E,E09000031,Waltham Forest,12.7,21404,7
E01004360,Waltham Forest 004B,E09000031,Waltham Forest,13.1,20890,7
E01004361,Waltham Forest 005A,E09000031,Waltham Forest,15.4,18552,6
E01004362,Waltham Forest 021A,E09000031,Waltham Forest,23.3,11856,4
E01004363,Waltham Forest 019A,E09000031,Waltham Forest,19.4,14952,5
E01004364,Waltham Forest 019B,E09000031,Waltham Forest,32.0,7069,3
E01004365,Waltham Forest 020A,E09000031,Waltham Forest,29.3,8358,3
E01004366,Waltham Forest 019C,E09000031,Waltham Forest,19.6,14761,5
E01004367,Waltham Forest 019D,E09000031,Waltham Forest,27.3,9423,3
E01004368,Waltham Forest 019E,E09000031,Waltham Forest,21.8,12888,4
E01004369,Waltham Forest 023A,E09000031,Waltham Forest,15.8,18122,6
E01004370,Waltham Forest 023B,E09000031,Waltham Forest,14.5,19459,6
E01004371,Waltham Forest 025A,E09000031,Waltham Forest,20.6,13836,5
E01004372,Waltham Forest 023C,E09000031,Waltham Forest,11.8,22386,7
E01004373,Waltham Forest 025B,E09000031,Waltham Forest,25.6,10432,4
E01004374,Waltham Forest 025C,E09000031,Waltham Forest,17.1,16899,6
E01004375,Waltham Forest 025D,E09000031,Waltham Forest,20.8,13709,5
E01004376,Waltham Forest 025E,E09000031,Waltham Forest,22.2,12644,4
E01004377,Waltham Forest 010C,E09000031,Waltham Forest,19.8,14476,5
